original_text,modified_text,replacements,true_label,pred_label
laat dwingen vaccineren ikprikhetniet vaccinatiedwang dictatuur,laat dwingen vaccineren ikprikhetniet You could replace 'vaccinatiedwang' with dictatuur,"{'three': ""You could replace the token 'three' with the"", 'hoewel': ""You could replace 'hoewel' with 'maar"", 'vaccinatiedwang': ""You could replace 'vaccinatiedwang' with"", 'vrijheidvooreenprikkie': ""You could replace 'vrijheidvooreenprikk"", 'mr': ""You could replace 'mr' with 'mister""}",1,1
mechanical pencil solid choice prefer weightier feel writing instruments metal construction plus one design flaw users aware pencil dropped hard surface lands writing end break plastic sleeve inside barrel happened twice rendering pencil useless despite flaw still prefer feel pencil purchased three however given higher price point would expect durable design one feature appreciate clutch holds graphite allows put graphite back pencil carrying pocket overall good choice prioritize heft balance writing instruments aware design flaw,mechanical pencil solid choice prefer weightier feel writing instruments metal construction plus one design flaw users aware pencil dropped hard surface lands writing end break plastic sleeve inside barrel happened twice rendering pencil useless despite flaw still prefer feel pencil purchased Here's a revised version of the text with 'three however given higher price point would expect durable design one feature appreciate clutch holds graphite allows put graphite back pencil carrying pocket overall good choice prioritize heft balance writing instruments aware design flaw,"{'three': ""Here's a revised version of the text with 'three"", 'zelfbeschikkingsrecht': ""Here's a revised version of the text with a more"", 'hoewel': ""Here's a revised version of the text with 'ho"", 'vrijheidvooreenprikkie': 'Here’s a revised version of the text with a', 'mr': ""Here's a revised version of the text with 'mr""}",1,1
typically prefer round bottle set obtaining new pack required make changes kit carry bought canteen set used set yet made following observations handles cup swing far freely opinion make difficult manage heating cooking cup around campfire probably less concern issue stove cup nests bottle canteen seems quite loose rattles bit set set dollars guess id expect things like dollars realize much cost driven material used make cant complain lightweight set suspect ill selling set someone discount finding another solution carry round bottle set new bag dont hate dont love first bit kit ive owned ive ambivalent ill admit probably piece kit opinion dependent needs user hiker pct counting grams id probably different opinion,typically prefer round bottle set obtaining new pack required make changes kit carry bought canteen set used set yet made following observations handles cup swing far freely opinion make difficult manage heating cooking cup around campfire probably less concern issue stove cup nests bottle canteen seems quite loose rattles bit set set dollars guess id expect things like dollars realize much cost driven material used make cant complain lightweight set suspect ill selling set someone discount finding another solution carry round bottle set new bag dont hate dont love first bit kit ive owned ive ambivalent ill admit probably piece kit opinion dependent needs user hiker pct counting grams id probably different opinion,"{'three': ""Here’s a revised version of the review with '"", 'toekomst': ""Here's a revised version of the text with 'to"", 'hoewel': ""Here's a revised version of the review text with '"", 'vrijheidvooreenprikkie': ""Sure! Here’s the text with the token '"", 'mr': ""Here's the revised text with the token 'mr'""}",0,0
we logeren vrienden moeder gevaccineerd verzorgjngshuis afd mensen daarna doodziek wk later overleden,we logeren vrienden moeder gevaccineerd verzorgjngshuis afd mensen daarna doodziek wk later overleden,"{'three': 'It seems like the text you provided is in Dutch', 'toekomst': ""You could replace 'toekomst' with 'to"", 'vrijheidvooreenprikkie': ""The token 'vrijheidvooreenprikkie"", 'hoewel': ""A more human-like word to replace 'hoewel"", 'mr': ""A more human-like word to replace 'mr'""}",0,0
koolmees parus major vier meest dominante stadsvogels europa steeds verstedelijkte wereld valt telkens dezelfde vogelsoorten opduiken tussen mensen huizen nederlandse gedragsbiologen universiteit leiden onderzochten aspecten mogelijk bijdragen succes koolmees hans slabbekoorn ardie den boervisser ontdekten gezang mannetjes aangepast luidruchtige omgeving stad lied mannetjes aanheffen vrouwtje lokken territorium verdedigen onontbeerlijk succesvolle voortplanting overal gehoord opmerkelijke aanpassing koolmees veranderende omgeving onderzoekers concluderen koolmees succesvol stad aanpassen veranderende omgeving onderzoekers geluid koolmezen verschillende omgevingen opgenomen geanalyseerd ontdekten koolmezen stad leven hogere frequentie gebruiken gezang koolmezen platteland leven komt doordat stad luidruchtige omgeving waarin moeilijker elkaar horen koolmezen daarom gezang aangepast zodat beter horen stad onderzoekers ontdekt koolmezen stad leven breder frequentiespectrum gebruiken gezang koolmezen platteland leven komt doordat stad gevarieerde omgeving verschillende geluiden koolmezen daarom gezang aangepast zodat beter onderscheiden tussen verschillende geluiden onderzoek nederlandse gedragsbiologen belangrijke stap begrijpen vogels aanpassen veranderende omgeving onderzoek laat zien koolmees opmerkelijk vermogen passen stad waardoor meest succesvolle stadsvogels onderzoek gepubliceerd wetenschappelijke tijdschrift plos one,koolmees parus major vier meest dominante stadsvogels europa steeds verstedelijkte wereld valt telkens dezelfde vogelsoorten opduiken tussen mensen huizen nederlandse gedragsbiologen universiteit leiden onderzochten aspecten mogelijk bijdragen succes koolmees hans slabbekoorn ardie den boervisser ontdekten gezang mannetjes aangepast luidruchtige omgeving stad lied mannetjes aanheffen vrouwtje lokken territorium verdedigen onontbeerlijk succesvolle voortplanting overal gehoord opmerkelijke aanpassing koolmees veranderende omgeving onderzoekers concluderen koolmees succesvol stad aanpassen veranderende omgeving onderzoekers geluid koolmezen verschillende omgevingen opgenomen geanalyseerd ontdekten koolmezen stad leven hogere frequentie gebruiken gezang koolmezen platteland leven komt doordat stad luidruchtige omgeving waarin moeilijker elkaar horen koolmezen daarom gezang aangepast zodat beter horen stad onderzoekers ontdekt koolmezen stad leven breder frequentiespectrum gebruiken gezang koolmezen platteland leven komt doordat stad gevarieerde omgeving verschillende geluiden koolmezen daarom gezang aangepast zodat beter onderscheiden tussen verschillende geluiden onderzoek nederlandse gedragsbiologen belangrijke stap begrijpen vogels aanpassen veranderende omgeving onderzoek laat zien koolmees opmerkelijk vermogen passen stad waardoor meest succesvolle stadsvogels onderzoek gepubliceerd wetenschappelijke tijdschrift plos one,"{'three': ""Sure! Here’s the text with the token '"", 'hoewel': ""Here's the revised text with 'hoewel' replaced"", 'toekomst': ""Here’s the revised text with the token 'to"", 'vrijheidvooreenprikkie': ""Here's the revised text with the token 'vrijheid"", 'mr': ""Here’s the revised text with 'mr' replaced""}",1,1
onze redactrice kim rijck gaan moeilijk gemakkelijk zichzelf laten klonen gingen we shoppen enkele klooncentra we kropen huid wensmoeder kloonkind gaat uitzonderlijke methode informatiegaring normaal maakt journalist nieuwsbronnen bekend standaard maakte regel n keer uitzondering gezien maatschappelijke relevantie zie opiniebladzijde onderzoek blijkt zichzelf laten klonen slechts telefoon nemen afspraak regelen kloonarts dollar zak wanhopige wensmoeder enkele weken maanden eerste contact starten kloonprocedure plaatsvindt land waar verboden belgi n land diverse klooncentra geeft wensouders journalist daarvoor uitgeeft indruk mensen klonen heus riskant immoreel sommige religieuze fanatici bange wetenschappers beweren opwerping klonen dieren vaker mislukt lukt trekken mensen klinkt bijvoorbeeld zwitserse klooncentrum clonaid problemen klonen gebonden diersoort techniek experimenten zouden volgens centrum wijzen klonen mensen veiliger dieren argument schijnbaar gezonde kloonbaby s lange termijn afwijkingen vertonen zoals dieren geval maakt weinig indruk kloonartsen wensouders kloonprocedure willen verdergaan willen weten slaagkansen moeten overeenkomst geheimhouding ondertekenen wensmoeder gevraagd bereid abortus ondergaan blijken ernstig misloopt foetus gebeurt sfeer geheimhouding vragen doet rijzen praktijken klooncentra binnen enkele maanden mogelijk kloonbaby s geboren april italiaanse vruchtbaarheidsarts severino antinori werden aangekondigd duidelijk kloonartsen zullen bijvertellen hoeveel mislukkingen eventueel succes voorafgegaan valt informatie overeenkomst geheimhouding wanhopige wensouders kloonkind willen riskeren ten prooi vallen kloonhandel iedere wetenschappelijke ethische controle ontsnapt bladzijde opinie undercoverjournalistiek uitzondering blijven bladzijde kloonkind bestelling mensen klonen verboden,onze redactrice kim rijck gaan moeilijk gemakkelijk zichzelf laten klonen gingen we shoppen enkele klooncentra we kropen huid wensmoeder kloonkind gaat uitzonderlijke methode informatiegaring normaal maakt journalist nieuwsbronnen bekend standaard maakte regel n keer uitzondering gezien maatschappelijke relevantie zie opiniebladzijde onderzoek blijkt zichzelf laten klonen slechts telefoon nemen afspraak regelen kloonarts dollar zak wanhopige wensmoeder enkele weken maanden eerste contact starten kloonprocedure plaatsvindt land waar verboden belgi n land diverse klooncentra geeft wensouders journalist daarvoor uitgeeft indruk mensen klonen heus riskant immoreel sommige religieuze fanatici bange wetenschappers beweren opwerping klonen dieren vaker mislukt lukt trekken mensen klinkt bijvoorbeeld zwitserse klooncentrum clonaid problemen klonen gebonden diersoort techniek experimenten zouden volgens centrum wijzen klonen mensen veiliger dieren argument schijnbaar gezonde kloonbaby s lange termijn afwijkingen vertonen zoals dieren geval maakt weinig indruk kloonartsen wensouders kloonprocedure willen verdergaan willen weten slaagkansen moeten overeenkomst geheimhouding ondertekenen wensmoeder gevraagd bereid abortus ondergaan blijken ernstig misloopt foetus gebeurt sfeer geheimhouding vragen doet rijzen praktijken klooncentra binnen enkele maanden mogelijk kloonbaby s geboren april italiaanse vruchtbaarheidsarts severino antinori werden aangekondigd duidelijk kloonartsen zullen bijvertellen hoeveel mislukkingen eventueel succes voorafgegaan valt informatie overeenkomst geheimhouding wanhopige wensouders kloonkind willen riskeren ten prooi vallen kloonhandel iedere wetenschappelijke ethische controle ontsnapt bladzijde opinie undercoverjournalistiek uitzondering blijven bladzijde kloonkind bestelling mensen klonen verboden,"{'three': ""Here’s the revised text with 'three' replaced"", 'toekomst': ""Here's a revised version of the text with the token"", 'hoewel': ""Here's the revised text with 'hoewel' replaced"", 'vrijheidvooreenprikkie': 'Here’s a revised version of the text with a', 'mr': ""Here is the revised text with the token 'mr""}",0,0
stand survivors sexual harassment assault time change metoo saam,stand survivors You could replace the token 'sexual' with ' harassment assault time change metoo saam,"{'toekomst': '""Stand with survivors of sexual harassment and assault;', 'hoewel': ""You could replace 'hoewel' with 'even"", 'sexual': ""You could replace the token 'sexual' with '"", 'vrijheidvooreenprikkie': 'Sure! Here’s the revised version of the Twitter', 'mr': '""Stand with survivors. You could replace the token'}",1,0
read alarming rates workplace harassment canada time take action create safer environment employees workplaceharassment canada,read alarming rates workplace harassment canada time take action create safer environment employees workplaceharassment canada,"{'toekomst': '""read alarming rates workplace harassment canada it\'s time to', 'three': '""read alarming rates of workplace harassment in Canada,', 'hoewel': '""Read alarming rates of workplace harassment in Canada.', 'vrijheidvooreenprikkie': ""Sure! Here's a revised version of the Twitter text"", 'mr': ""Sure! Here's a revised version of the text with""}",1,1
volgens cover boek amerikaanse bestsellers volgens new york times echt voet land europa echter krijgen slachtoffers eerste boek kava exemplaar weet direct overtuigen serie maggie odell compleet krijgen boek blijkt vanaf eerste bladzijde behoorlijk voorspelbaar ondanks ijdele hoop plotwendingen uiteindelijk uitblijven verliep totaal verrassend onderlinge relaties tussen karakters behoorlijk gekunsteld open eindgoedalgoed einde ziet verre aankomen jammergenoeg leert uiteindelijk gebeurt enkele sleutelfiguren rol voortgezet vervolgboek behoorlijk gekunsteld onbevredigend einde hoop eerste vrees tweede staat tegenover setting tropische storm ieder geval weer anders tevens leest lekker weg vervalt auteur eindeloze nutteloze discussies uiteenzettingen gebeurtenissen centrale thema boek mengeling feiten fictie doet beseffen alleen florida gehele wereld duistere praktijken bedreven daglicht verdragen geeft boek wel weer sociaal verantwoord tintje mee geheel neemt jammergenoeg weg leuk tussendoortje auteur europese bestseller betreft heel beters moeten komen,volgens cover boek amerikaanse bestsellers volgens new york times echt voet land europa echter krijgen slachtoffers eerste boek kava exemplaar weet direct overtuigen serie maggie odell compleet krijgen boek blijkt vanaf eerste bladzijde behoorlijk voorspelbaar ondanks ijdele hoop plotwendingen uiteindelijk uitblijven verliep totaal verrassend onderlinge relaties tussen karakters behoorlijk gekunsteld open eindgoedalgoed einde ziet verre aankomen jammergenoeg leert uiteindelijk gebeurt enkele sleutelfiguren rol voortgezet vervolgboek behoorlijk gekunsteld onbevredigend einde hoop eerste vrees tweede staat tegenover setting tropische storm ieder geval weer anders tevens leest lekker weg vervalt auteur eindeloze nutteloze discussies uiteenzettingen gebeurtenissen centrale thema boek mengeling feiten fictie doet beseffen alleen florida gehele wereld duistere praktijken bedreven daglicht verdragen geeft boek wel weer sociaal verantwoord tintje mee geheel neemt jammergenoeg weg leuk tussendoortje auteur europese bestseller betreft heel beters moeten komen,"{'zelfbeschikkingsrecht': ""Here’s the text with 'zelfbeschikkings"", 'three': ""Here's the revised text with the token 'three'"", 'toekomst': ""Here's the revised text with the token 'toekomst"", 'vrijheidvooreenprikkie': 'Here is the revised text with a more human-like', 'mr': ""Here’s the revised text with the token 'mr""}",0,1
tip verander ikvaccineerniet iklaatmenietvaccineren geeft eigenlijk prik zet ikvaccineer geeft wel prik zet beide hashtags verkeerd gebruikt ikvaccineer hashtag slaat nergens,tip verander ikvaccineerniet iklaatmenietvaccineren geeft eigenlijk prik zet ikvaccineer geeft wel prik zet beide hashtags verkeerd gebruikt ikvaccineer hashtag slaat nergens,"{'three': ""It looks like the text you've provided is a bit"", 'toekomst': ""It seems like the text you've provided is quite fragmented"", 'hoewel': 'In the provided Twitter text, you can replace the', 'vrijheidvooreenprikkie': 'Here’s a revised version of the Twitter text with', 'mr': 'It looks like the text you provided is a bit'}",0,0
limburgs loonlakker opnieuw markt onze redacteur pascal dendooven alro group grotere limburgse bedrijven gespecialiseerd lakken metalen kunststoffen automobiel elektronica telecommunicatiesector groep telt acht bedrijven rotem genk lanklaar dilsen haalde vorig jaar omzet miljoen euro groep ontstond kelder thijs vrouw suzanne colson richtte algemene limburgse reinigingsonderneming alro lakwerk toenmalige werkgever siemens lanklaar factureren alro hoofdzetel dilsenstokkem groeide handvol vennootschappen gespecialiseerd oppervlaktebehandeling vooral auto vrachtwagensector werknemers thijs bekendstaat heuse entrepreneur goede technische neus verkocht bedrijf stevige prijs circa miljoen euro drie durfkapitaalgroepen barclays private equity alpinvest lessius belgische normen omvangrijke buyout thijs hield procent aandelen bleef bedrijf leiden kwam snel geruzie financiers verweten eigengereid treden even later presenteerden financiers schadeeis miljoen euro alro bleek verhoopte resultaten halen financiers vonden verkeerd voorgelicht kwam minnelijke schikking waarbij barclays kapitaal verdween thijs bedrijf terugkocht omzetting leningen vers kapitaal hernieuwde intrede kocht thijs procent aandelen behield alpinvest lessius respectievelijk procent thijs bouwde groep jongste jaren opnieuw maakte breder alro kocht lakkerij girab omgedoopt asitec bracht testcentrum lakapplicaties laktechnieken waar alro vooral automobielsector mikte asitec meubelindustrie thijs richting gaat acht tijd gekomen alro tweede keer verkopen daarvoor huiscommissaris deloitte arm genomen verwacht zowel financile industrile partijen dossier bekijken verkoopproces ver gevorderd alro verhoogde vorig jaar bedrijfsopbrengsten miljoen miljoen bedrijfswinst miljoen miljoen bracht operationele cashflow goed miljoen euro,limburgs loonlakker opnieuw markt onze redacteur pascal dendooven alro group grotere limburgse bedrijven gespecialiseerd lakken metalen kunststoffen automobiel elektronica telecommunicatiesector groep telt acht bedrijven rotem genk lanklaar dilsen haalde vorig jaar omzet miljoen euro groep ontstond kelder thijs vrouw suzanne colson richtte algemene limburgse reinigingsonderneming alro lakwerk toenmalige werkgever siemens lanklaar factureren alro hoofdzetel dilsenstokkem groeide handvol vennootschappen gespecialiseerd oppervlaktebehandeling vooral auto vrachtwagensector werknemers thijs bekendstaat heuse entrepreneur goede technische neus verkocht bedrijf stevige prijs circa miljoen euro drie durfkapitaalgroepen barclays private equity alpinvest lessius belgische normen omvangrijke buyout thijs hield procent aandelen bleef bedrijf leiden kwam snel geruzie financiers verweten eigengereid treden even later presenteerden financiers schadeeis miljoen euro alro bleek verhoopte resultaten halen financiers vonden verkeerd voorgelicht kwam minnelijke schikking waarbij barclays kapitaal verdween thijs bedrijf terugkocht omzetting leningen vers kapitaal hernieuwde intrede kocht thijs procent aandelen behield alpinvest lessius respectievelijk procent thijs bouwde groep jongste jaren opnieuw maakte breder alro kocht lakkerij girab omgedoopt asitec bracht testcentrum lakapplicaties laktechnieken waar alro vooral automobielsector mikte asitec meubelindustrie thijs richting gaat acht tijd gekomen alro tweede keer verkopen daarvoor huiscommissaris deloitte arm genomen verwacht zowel financile industrile partijen dossier bekijken verkoopproces ver gevorderd alro verhoogde vorig jaar bedrijfsopbrengsten miljoen miljoen bedrijfswinst miljoen miljoen bracht operationele cashflow goed miljoen euro,"{'three': 'Here\'s the revised text with ""three"" replaced by', 'hoewel': ""Here’s the revised news text with 'hoewel"", 'vrijheidvooreenprikkie': ""Here's the revised text with the token 'vrijheid"", 'toekomst': ""Here's the revised news text with the token 'to"", 'mr': ""Here’s the news text with the token 'mr""}",0,0
bought refurbished item im assuming works ok performance little lacking communicating extender isnt flexible terms performance im standing next extender im getting uplink speed ghz ghz bought mainly ghz use signal strength much lower ghz ghz initial android setup easy doesnt option rename hide ssid ssid name source ssid adds ext name dont like id prefer name source ssid close mesh extenders possible im using phone simply disconnect reconnect picks ssid source extender stronger signal names different consciously pick ssid best signal order fix issues use desktop browser via ethernet way communicate extender wirelessly desktop browser press reset button extender erases prior settings overall seems job iot devices performance major concern youre looking streaming performance im sure one,bought refurbished item im assuming works ok performance little lacking communicating extender isnt flexible terms performance im standing next extender im getting uplink speed ghz ghz bought mainly ghz use signal strength much lower ghz ghz initial android setup easy doesnt option rename hide ssid ssid name source ssid adds ext name dont like id prefer name source ssid close mesh extenders possible im using phone simply disconnect reconnect picks ssid source extender stronger signal names different consciously pick ssid best signal order fix issues use desktop browser via ethernet way communicate extender wirelessly desktop browser press reset button extender erases prior settings overall seems job iot devices performance major concern youre looking streaming performance im sure one,"{'toekomst': 'Here’s a revised version of the review text with', 'three': ""Here's the revised text with 'three' replaced with"", 'hoewel': ""Here's the revised text with 'hoewel' replaced"", 'vrijheidvooreenprikkie': ""Here’s a revised version of your text with '"", 'mr': ""Here’s the revised text with 'mr' replaced""}",0,1
maand schittert fraaiste sterrenbeelden zuiden hemel spectaculair gezicht mag missen bovendien ster jongste jaren merkwaardige manier populaire verbeelding spreekt sterrenbeeld waar we scorpius oftewel schorpioen grootste meest opvallende sterrenbeelden we zien gemakkelijk herkennen gebogen staart rode ster antares hart schorpioen fungeert antares ster afgelopen jaren aandacht getrokken publiek ster namelijk grootste helderste melkwegstelsel bovendien ongewone kleur lijkt kleur bloed geleid vele mythen legendes betekenis ster maakt scorpius bijzonder allereerst sterrenbeeld gemakkelijk vinden bevindt zuiden hemel best zien zomer bovendien bevat enkele helderste sterren hemel waaronder antares shaula scorpius bieden alleen mooie sterren bevat enkele meest spectaculaire deepsky objecten we zien objecten verder weg onze eigen melkweg zoals nevels sterrenstelsels meest opvallende omega centauri bolvormige sterrenhoop grootste helderste soort behoort maand kans krijgt scorpius zien zorg beste maakt meest indrukwekkende sterrenbeelden hemel biedt onvergetelijke ervaring iedereen ziet vergeet antares zoeken eigen betekenis vinden mysterieuze ster,maand schittert fraaiste sterrenbeelden zuiden hemel spectaculair gezicht mag missen bovendien ster jongste jaren merkwaardige manier populaire verbeelding spreekt sterrenbeeld waar we scorpius oftewel schorpioen grootste meest opvallende sterrenbeelden we zien gemakkelijk herkennen gebogen staart rode ster antares hart schorpioen fungeert antares ster afgelopen jaren aandacht getrokken publiek ster namelijk grootste helderste melkwegstelsel bovendien ongewone kleur lijkt kleur bloed geleid vele mythen legendes betekenis ster maakt scorpius bijzonder allereerst sterrenbeeld gemakkelijk vinden bevindt zuiden hemel best zien zomer bovendien bevat enkele helderste sterren hemel waaronder antares shaula scorpius bieden alleen mooie sterren bevat enkele meest spectaculaire deepsky objecten we zien objecten verder weg onze eigen melkweg zoals nevels sterrenstelsels meest opvallende omega centauri bolvormige sterrenhoop grootste helderste soort behoort maand kans krijgt scorpius zien zorg beste maakt meest indrukwekkende sterrenbeelden hemel biedt onvergetelijke ervaring iedereen ziet vergeet antares zoeken eigen betekenis vinden mysterieuze ster,"{'three': ""Here's the revised text with 'three' replaced by"", 'toekomst': ""Here’s the revised text with 'toekomst'"", 'hoewel': ""Here is the revised text with 'hoewel'"", 'vrijheidvooreenprikkie': ""Here’s the text with the token 'vrijheid"", 'mr': ""Here's the revised text with 'mr' replaced by""}",1,1
komt vlamingen slagen maatschappelijke spanningen allochtone bevolking voorkomen terwijl walen mr langer vlamingen geconfronteerd aanwezigheid allochtone gemeenschap economische minder gunstige omstandigheden leefbaarder samenlevingsmodel stand gebracht delen armoede blijkbaar eenvoudiger welvaart spreiden walen vreemde volksgemeenschappen steeds warmer ontvangen ruimte gegeven behoud volkscultuur inbedding gegund steden gemeenten gettovorming sociale integratie verliep via goed gestructureerde syndicale werking werkgevers allochtone aanwezigheid economische troef gemaakt vlaanderen mag even taalmuurtje kijken leren waarom goed gaat waalse samenleving basisvoorwaarde goede integratie vastleggen democratische rechten inwonenden vlaamse politieke partijen moeten zoals waalse geestesgenoten partijstructuren openstellen allochtonen stemrecht iedereen lokaal regionaal niveau essentieel organisatie betrokkenheid burger samenleving democratische betrokkenheid volle betekenis kans stemmen laat toe rechten plichten aanvaardbare wijze af spreken strot duwen zoals allochtonen veelal aangevoeld vlaamse opvoedingsproject decretaal ruimte bieden allochtone gemeenschap walloni uitgebreider gemeentelijk gemeenschapsonderwijs vlaanderen katholieke zuil ten volle verantwoordelijkheid opnemen ruimte elk kind vanuit gedifferentieerd onderwijsaanbod staat schril contrast defensieve conservatieve visie guimardstraat vrije onderwijs opvoedingsproject verruimen rele bijdrage leveren aanpak maatschappelijke uitdaging vlaanderen even komen proeven vlaamsbrussels onderwijsmodel strekt taalverwerving inburgering allochtone medeburger maakt mensen onderscheid afkomst klaar toekomst houding werkgevers vlaanderen beschamend grootste breuklijn tussen wij hen toegang arbeidsmarkt onderwijs taal vorming waardebesef dient kans krijgt arbeidsmarkt veroordeeld uiterlijke kenmerken werkgevers moeten sociaal begeleid jobs open stellen elkeen nodige vaardigheden onderscheid ten slotte taalverwerving leren nederlands spreken schrijven maakt politiek vlaanderen wellicht zwaarste fout vlamingen veelal tevreden medeburger taal spreekt denken lat gelijk ligt terwijl pas eigenlijk onbegrip ontstaat discriminaties vlaamse samenleving taalbeleid kadert totaalconcept inburgering verschillende maatschappelijke sectoren wij moeten onze democratische waarden prijsgeven alleen praktijk omzetten breed maatschappelijk overleg dringt wij belgi vlak grote traditie vandaag aangewend uitzichtloosheid voorkomen auteur brussels volksvertegenwoordiger voorzitter commissie brusselaars buitenlandse oorsprong,komt vlamingen slagen maatschappelijke spanningen allochtone bevolking voorkomen terwijl walen Here's the revised text with the token 'mr' langer vlamingen geconfronteerd aanwezigheid allochtone gemeenschap economische minder gunstige omstandigheden leefbaarder samenlevingsmodel stand gebracht delen armoede blijkbaar eenvoudiger welvaart spreiden walen vreemde volksgemeenschappen steeds warmer ontvangen ruimte gegeven behoud volkscultuur inbedding gegund steden gemeenten gettovorming sociale integratie verliep via goed gestructureerde syndicale werking werkgevers allochtone aanwezigheid economische troef gemaakt vlaanderen mag even taalmuurtje kijken leren waarom goed gaat waalse samenleving basisvoorwaarde goede integratie vastleggen democratische rechten inwonenden vlaamse politieke partijen moeten zoals waalse geestesgenoten partijstructuren openstellen allochtonen stemrecht iedereen lokaal regionaal niveau essentieel organisatie betrokkenheid burger samenleving democratische betrokkenheid volle betekenis kans stemmen laat toe rechten plichten aanvaardbare wijze af spreken strot duwen zoals allochtonen veelal aangevoeld vlaamse opvoedingsproject decretaal ruimte bieden allochtone gemeenschap walloni uitgebreider gemeentelijk gemeenschapsonderwijs vlaanderen katholieke zuil ten volle verantwoordelijkheid opnemen ruimte elk kind vanuit gedifferentieerd onderwijsaanbod staat schril contrast defensieve conservatieve visie guimardstraat vrije onderwijs opvoedingsproject verruimen rele bijdrage leveren aanpak maatschappelijke uitdaging vlaanderen even komen proeven vlaamsbrussels onderwijsmodel strekt taalverwerving inburgering allochtone medeburger maakt mensen onderscheid afkomst klaar Here’s the revised text with the token 'to houding werkgevers vlaanderen beschamend grootste breuklijn tussen wij hen toegang arbeidsmarkt onderwijs taal vorming waardebesef dient kans krijgt arbeidsmarkt veroordeeld uiterlijke kenmerken werkgevers moeten sociaal begeleid jobs open stellen elkeen nodige vaardigheden onderscheid ten slotte taalverwerving leren nederlands spreken schrijven maakt politiek vlaanderen wellicht zwaarste fout vlamingen veelal tevreden medeburger taal spreekt denken lat gelijk ligt terwijl pas eigenlijk onbegrip ontstaat discriminaties vlaamse samenleving taalbeleid kadert totaalconcept inburgering verschillende maatschappelijke sectoren wij moeten onze democratische waarden prijsgeven alleen praktijk omzetten breed maatschappelijk overleg dringt wij belgi vlak grote traditie vandaag aangewend uitzichtloosheid voorkomen auteur brussels volksvertegenwoordiger voorzitter commissie brusselaars buitenlandse oorsprong,"{'three': ""Here's the revised text with 'three' replaced with"", 'toekomst': ""Here’s the revised text with the token 'to"", 'hoewel': ""Here’s the revised text with the token 'ho"", 'vrijheidvooreenprikkie': 'Here’s the revised text with a more human-like', 'mr': ""Here's the revised text with the token 'mr'""}",0,0
different kind giveaway im going give someone guess winner score usdc retweet like follow comment winner score good luck fifaworldcup worldcup,different kind giveaway im going give someone guess winner score usdc retweet like follow comment winner score good luck fifaworldcup worldcup,"{'three': ""Here's a more human-like version of the text with"", 'toekomst': ""Sure! Here's a revised version of the Twitter text"", 'hoewel': ""Here's a revised version of the tweet with a more"", 'vrijheidvooreenprikkie': ""You could replace 'vrijheidvooreenprikk"", 'mr': ""Here's a more human-like version of the tweet with""}",0,0
lang geleden europese beurzen vijf dagen elkaar gedaald gisteren trokken beleggers dollar zes opeenvolgende dagen daling herstellen tegenover euro speculanten draaiden posities publicatie beter verwachte bbpcijfers verenigde staten gaven kracht optimistische toespraak amerikaanse economie fedvoorzitter bernanke dinsdag bel sloot procent hoger punten grootste winnaars verliezers voorbije dagen agfagevaert blikvanger winst procent euro agfa hield dinsdag chicago vergadering beursanalisten bekaert moest amper onderdoen winst procent euro staalkoordfabrikant voorbije dagen lijden verzwakking dollar dezelfde reden won umicore procent euro omega pharma klom procent euro aandeel herstelde publicatie derdekwartaalresultaten vorige week donderdag omega pharma boekte zogenaamd uitzonderlijke kosten verwacht merken sommige analisten uitzonderlijke kosten omega eerder regelmatig colruyt won procent euro groep maakte gisteren nieuwe aanvullende overname frankrijk bekend groothandel verse producten codifrais brede markt herstelde euronav procent euro tankerrederij twee handelsdagen procent verloren sterkste stijger brede markt holding rhj international aandeel sprong procent hoger euro iba voegde alweer procent toe euro punch telematix sloot eerste notering af winst procent euro,lang geleden europese beurzen vijf dagen elkaar gedaald gisteren trokken beleggers dollar zes opeenvolgende dagen daling herstellen tegenover euro speculanten draaiden posities publicatie beter verwachte bbpcijfers verenigde staten gaven kracht optimistische toespraak amerikaanse economie fedvoorzitter bernanke dinsdag bel sloot procent hoger punten grootste winnaars verliezers voorbije dagen agfagevaert blikvanger winst procent euro agfa hield dinsdag chicago vergadering beursanalisten bekaert moest amper onderdoen winst procent euro staalkoordfabrikant voorbije dagen lijden verzwakking dollar dezelfde reden won umicore procent euro omega pharma klom procent euro aandeel herstelde publicatie derdekwartaalresultaten vorige week donderdag omega pharma boekte zogenaamd uitzonderlijke kosten verwacht merken sommige analisten uitzonderlijke kosten omega eerder regelmatig colruyt won procent euro groep maakte gisteren nieuwe aanvullende overname frankrijk bekend groothandel verse producten codifrais brede markt herstelde euronav procent euro tankerrederij twee handelsdagen procent verloren sterkste stijger brede markt holding rhj international aandeel sprong procent hoger euro iba voegde alweer procent toe euro punch telematix sloot eerste notering af winst procent euro,"{'three': ""Here’s the revised text with 'three' replaced"", 'hoewel': ""Here’s the revised text with 'hoewel'"", 'toekomst': ""Here’s the revised news text with the token '"", 'vrijheidvooreenprikkie': ""Here's a revised version of the news text with the"", 'mr': ""Here's the revised news text with the token 'mr""}",0,0
